tconst	averageRating	numVotes
tt0630246	8.0	175
tt0432057	7.2	13
tt0065466	6.1	12959
tt0212301	8.2	42
tt0318246	8.1	168
tt0488191	6.2	8
tt0261900	6.3	225
tt0172118	5.8	16
tt7727382	7.5	18
tt0580399	7.2	26
tt0522070	7.3	15
tt0702005	8.2	2754
tt0329421	7.9	650
tt35682249	6.7	81
tt1190616	3.6	23
tt34714759	6.1	11
tt10757782	5.8	30
tt0047396	8.5	568119
tt14631624	8.9	10
tt0279553	7.3	52
tt0020969	7.8	49
tt0995862	7.1	18
tt9780434	7.5	195
tt1112344	6.7	7
tt24972866	7.6	204
tt39366590	8.3	77
tt0054657	5.2	70
tt2332607	3.0	15
tt0614916	7.0	98
tt3634862	6.5	34
tt1412017	8.3	44
tt0550717	7.5	122
tt5424742	7.3	40
tt28106669	8.3	823
tt13308464	9.9	8
tt2359616	7.4	107
tt2583840	8.2	17
tt10399614	6.3	9
tt0115585	7.0	51
tt8790508	7.2	9
tt0077633	6.6	35
tt1218889	8.2	216
tt0672968	7.6	68
tt32253048	8.6	9
tt19858184	6.4	1578
tt7154618	7.4	36
tt2378786	8.5	1046
tt0836295	7.6	9
tt5012202	7.2	24
tt0262829	6.1	32
tt30228182	9.0	7
tt10394844	6.4	5840
tt3792638	6.8	13
tt5708090	8.2	492
tt0108886	7.1	336
tt11768654	7.0	12
tt3043594	6.3	1383
tt0893373	8.2	15
tt15126600	6.0	11
tt2361662	9.1	929
tt5080526	7.0	9
tt0110992	3.5	369
tt0089028	5.2	146
tt6229870	7.0	9
tt5242728	8.0	529
tt29034158	8.0	42
tt7967172	8.5	663
tt0064363	5.9	1108
tt26474922	6.3	21
tt10378542	7.8	468
tt14793724	6.4	13
tt4689964	6.9	24
tt20864768	7.1	14
tt11927282	7.5	64
tt1574011	7.4	13
tt0040423	6.8	166
tt4543496	8.2	26
tt1918957	9.1	10
tt6354754	5.6	10
tt0387960	6.4	673
tt21030600	8.9	14
tt36610586	6.9	348
tt2762264	8.0	62
tt3138664	5.9	301
tt7837414	8.3	10
tt0063531	6.0	225
tt5595666	8.3	6
tt8298864	8.2	9
tt12373594	5.6	10
tt5731998	3.0	7
tt6281780	7.4	11
tt21742176	6.7	808
tt0056453	9.2	29
tt11120294	2.7	50
tt2658688	6.8	14
tt0780365	8.3	87
tt0054655	6.5	65
tt14670898	8.4	119
tt5374838	5.2	10
tt37447610	6.0	20
tt3409526	5.2	6
tt28452251	6.1	10
tt7517054	5.3	665
tt13740454	7.4	6
tt0757875	6.8	12
tt13706722	8.1	529
tt14858690	3.6	13
tt30887063	4.6	11
tt6908218	9.0	38
tt10699404	9.6	6
tt13222324	9.2	13
tt3061836	5.9	6452
tt9336252	9.0	29
tt3604004	8.6	116
tt2582250	8.7	17
tt2154252	5.5	45
tt9474846	8.2	536
tt5680626	7.0	2423
tt6355792	6.8	8
tt15715376	7.7	6
tt0554371	8.3	58
tt28255598	5.4	1547
tt39334251	9.0	6
tt0023183	5.9	75
tt2188354	7.3	37
tt11877664	7.2	104
tt0423645	8.7	235
tt7653548	7.3	24
tt0815274	8.6	7
tt27389594	7.0	146
tt5179832	7.3	77
tt2076324	8.0	14
tt36431493	7.5	453
tt1780773	7.7	11
tt10375684	8.6	29
tt2306811	7.6	32
tt10805734	7.7	16
tt2537476	7.3	21
tt7105572	8.5	12
tt2912478	8.2	1644
tt28756536	7.4	9
tt0301404	5.4	13
tt0304556	6.4	43
tt1710387	6.6	8
tt20243366	7.0	8
tt1083444	6.1	24
tt9023214	5.3	6
tt31806685	8.1	11
tt26531393	8.1	20
tt37626185	8.1	333
tt0518308	8.4	70
tt5910720	6.2	8
tt0319772	6.7	17
tt0021906	6.4	921
tt0414542	6.8	13
tt0694449	6.8	404
tt1473650	5.7	47
tt8912090	6.9	16
tt0440898	8.9	19
tt5363618	7.7	184821
tt0956987	7.5	653
tt0437227	4.7	11
tt6975106	8.6	7
tt7884406	5.7	65
tt0625626	6.8	20
tt5199498	7.8	90
tt3244448	5.0	8
tt0010313	5.5	39
tt0571585	7.8	107
tt3732210	6.0	15
tt27441977	6.9	14
tt6535696	4.2	16
tt1373057	7.4	10
tt2552412	6.2	121
tt9468278	6.7	561
tt2098283	9.1	34
tt3898952	8.2	107
tt4686866	7.0	14
tt2767786	2.4	8
tt1753767	5.4	189
tt8569170	8.7	11
tt0415056	4.8	63
tt0080995	6.1	82
tt0849916	7.6	1474
tt0866380	8.0	8
tt0255381	8.1	67
tt0482073	6.8	8
tt0589892	7.3	180
tt7055520	7.6	12
tt1758741	8.0	16
tt0189826	6.0	27
tt10332866	8.0	8
tt21990100	7.8	568
tt37181364	4.8	8
tt8221676	6.9	636
tt1411939	6.3	29
tt24532414	8.0	2576
tt20223030	7.3	595
tt1233916	7.5	8
tt34329247	7.7	10
tt2196053	6.0	1867
tt32027420	8.2	235
tt6724984	7.6	51
tt6756342	6.6	52
tt31100230	7.0	10
tt6688268	7.6	391
tt17065286	1.0	7
tt0049768	6.8	273
tt4605264	8.7	16
tt4177654	8.6	422
tt4182282	6.4	212
tt14998314	6.8	10
tt7186222	8.7	35
tt8386548	6.6	9
tt7630242	7.4	122
tt1224407	6.1	31
tt0431726	7.3	17
tt15371212	6.8	7
tt26427546	7.8	9
tt13434114	6.7	10
tt8808924	8.2	8
tt0738955	7.5	17
tt19121520	6.8	5
tt0095974	7.5	11
tt5764096	7.9	35879
tt1671509	6.7	33
tt11584866	7.6	62
tt0732273	8.6	61
tt9074648	7.9	18
tt12917078	6.4	5
tt1476904	9.0	117
tt0240836	5.7	14
tt0526332	7.6	32
tt0876824	8.3	13
tt21222018	7.5	13
tt16476938	7.7	9
tt1883919	7.1	10
tt14651334	8.1	29
tt2194631	3.5	23
tt27990982	4.5	17
tt31260728	5.9	13
tt3571464	7.7	574
tt0605954	8.1	38
tt1977706	6.1	28
tt3270256	6.9	28
tt6143168	5.4	11
tt0795075	8.2	18
tt1313097	7.4	112
tt13011868	8.5	19
tt9855500	4.3	130
tt35666226	7.8	626
tt35011241	8.2	5
tt1118133	8.3	95
tt3808866	7.0	9
tt2972044	5.8	188
tt6055666	5.7	7
tt34812817	8.0	7
tt0190556	6.2	38
tt9695896	7.5	6
tt0079661	6.4	851
tt2934952	7.6	174
tt16761698	8.4	5
tt0063260	5.6	2055
tt39183590	7.7	10
tt39292313	5.8	6
tt29763372	6.8	120
tt26915584	8.8	33
tt6114918	8.2	6
tt2763310	7.4	82
tt2174927	8.1	21
tt30828017	6.9	59
tt0580609	7.6	13
tt0195642	7.0	112
tt7509150	8.0	18
tt15741018	7.1	17
tt28519183	6.8	16
tt2077775	8.0	26
tt0076740	7.7	35841
tt0490851	7.4	37
tt3971350	7.4	16
tt17297236	6.5	38
tt14579452	1.8	111
tt1503200	7.8	13
tt6743538	6.9	24
tt2971720	7.4	7
tt0455898	8.3	13
tt0115358	8.2	14
tt3090734	7.7	6
tt16907536	6.8	114
tt13385886	4.9	88
tt1022442	8.4	20
tt10917950	7.1	8
tt4758674	10.0	6
tt6216126	9.0	11
tt1352773	8.6	22
tt38803044	5.3	19
tt10854972	8.0	9
tt2855054	6.8	179
tt1107081	8.4	81
tt4780626	4.1	17
tt0547002	7.5	183
tt1269446	6.8	15
tt12261988	8.0	7
tt0152378	8.0	133
tt31459701	7.1	11
tt1721124	3.6	11
tt0066098	6.5	902
tt13046262	7.8	837
tt0413847	7.5	160
tt0733482	7.2	111
tt32829679	7.7	34
tt1916753	7.2	24
tt8667748	6.6	105
tt0355137	7.4	23
tt3838596	7.7	53
tt5103990	6.8	32
tt14471378	3.4	10
tt1439920	6.6	8
tt9220948	7.3	14609
tt1394145	8.1	133
tt0097936	5.3	182
tt3481002	8.2	654
tt6743368	6.8	92
tt26492645	8.5	837
tt4043164	9.2	26
tt29010484	7.7	81
tt7976276	8.3	11
tt7310128	3.2	137
tt10613308	6.4	641
tt11557862	9.5	18
tt0181393	4.0	9
tt38282061	7.4	8
tt41541604	9.0	22
tt0507131	6.6	248
tt5827916	7.4	32059
tt3198216	6.4	10
tt1836940	6.8	114
tt1513183	6.7	32
tt0557341	7.4	141
tt0427969	6.5	37089
tt0079066	6.8	72
tt4243050	7.4	10
tt15085826	8.7	9
tt2034842	6.9	33
tt28980995	7.9	22
tt14318272	7.7	95
tt0662020	9.1	12
tt0023906	6.9	107
tt14696988	7.7	64
tt12808074	7.4	6
tt6412354	8.3	32
tt1759649	7.2	12
tt1788980	7.4	11
tt6849748	4.4	11
tt7271960	7.5	6
tt3892222	6.2	5
tt13535456	6.4	1725
tt0723686	7.8	19
tt0105424	7.6	1225
tt0230234	5.3	144
tt2124077	4.4	30
tt1302629	7.5	18
tt0295549	7.7	18
tt7917074	6.8	13
tt0082933	7.2	56508
tt5235376	7.6	142
tt0562814	6.9	39
tt5047086	7.5	13
tt0420406	6.7	18
tt1517235	9.0	63
tt12396506	7.0	30
tt19783824	7.5	80
tt0502613	7.7	389
tt0274833	7.0	77
tt13529890	7.3	29
tt0032477	6.3	974
tt15399052	7.7	69
tt1158789	5.3	15
tt6118012	6.3	6
tt0278225	7.7	16
tt13206286	5.7	79
tt17155086	5.6	16
tt0389209	5.9	103
tt5846380	7.2	14
tt2002797	5.0	11
tt4632358	7.9	8
tt13742568	6.4	13
tt6012922	6.4	21
tt0186562	6.0	71
tt1780091	5.8	7
tt6445208	6.1	9
tt31828394	7.8	6
tt0497089	7.2	46
tt0330597	4.3	67
tt1967945	8.3	41
tt4626502	6.3	22
tt0632555	7.4	155
tt0699728	8.7	45
tt21969688	7.7	195
tt0502149	7.4	27
tt0589820	7.5	540
tt14067700	8.1	576
tt7009286	7.4	696
tt1909675	4.7	10
tt3769188	3.1	10
tt3925022	5.9	10
tt8471572	7.6	8
tt0314068	5.6	8
tt11393360	6.2	108
tt9869552	7.1	10
tt0699481	7.8	2372
tt11433268	5.7	2938
tt0594432	8.2	205
tt0049773	6.7	75
tt2094056	8.8	9
tt0070143	6.6	748
tt1562480	4.1	12
tt0154473	5.9	74
tt11592144	8.3	6
tt10524904	7.4	6
tt12188634	8.1	14
tt4549126	6.4	13
tt10023010	6.0	13
tt1117049	8.8	12
tt5306836	7.1	25
tt5789154	9.2	22
tt28083191	8.9	14
tt4440644	6.0	66
tt1696068	4.8	41
tt33400708	8.4	14
tt15614372	8.5	16515
tt23181342	6.4	7
tt0266264	2.4	11
tt14332614	9.0	6
tt34341917	7.1	7
tt19910896	8.1	34
tt37762799	9.6	32
tt6772114	7.2	493
tt0251770	7.9	17
tt27696715	5.9	38
tt0249334	4.6	34
tt0045511	7.2	375
tt3411642	8.2	1514
tt5486260	8.1	249
tt0144977	8.6	36
tt0345652	4.2	20
tt8707402	7.1	143
tt9130704	5.7	18
tt3716836	5.6	13
tt15660062	8.3	125
tt0041982	6.6	549
tt0712799	8.7	95
tt0567577	7.3	81
tt0308601	7.1	47
tt0408711	6.1	13
tt0505211	6.2	36
tt1666646	6.0	18
tt4027516	7.1	105
tt4083512	5.8	12
tt0406862	5.0	19
tt0828117	6.2	41
tt1664027	5.6	14
tt2438918	7.2	26
tt12783086	7.4	5
tt19868872	10.0	7
tt36476349	8.5	57
tt5979614	7.4	8
tt1005865	7.3	7
tt8369990	7.2	29
tt2224364	6.1	14
tt3459392	6.7	80
tt0800276	8.0	148
tt6608386	7.1	440
tt0407618	7.8	8
tt7363076	7.4	23671
tt0043585	6.1	545
tt0527232	8.0	53
tt10607676	8.0	1021
tt4380952	8.5	10
tt3778010	4.6	3804
tt35019393	7.3	4660
tt21329218	9.2	188
tt0593219	6.9	238
tt5912054	7.6	69
tt0750618	6.0	13
tt6508684	7.0	10
tt0102103	6.8	5959
tt8331112	8.8	30
tt12449204	6.0	73
tt38805034	7.6	128
tt7934862	4.8	207
tt0539407	8.1	977
tt10589822	7.7	17
tt13708564	7.0	84
tt0147167	5.5	112
tt0596951	7.0	58
tt0911727	7.0	60
tt31105878	6.0	862
tt34289668	6.8	7
tt7096762	5.9	27
tt10681612	6.2	34
tt0103180	7.4	80
tt24949270	7.2	15
tt21028740	4.8	454
tt2303749	8.5	15
tt16315882	7.1	28
tt2158668	6.2	31
tt4402748	7.9	63
tt36954608	6.8	21
tt6204940	8.0	8
tt3489236	6.3	6229
tt0088407	7.2	109
tt15450460	6.2	37
tt0108952	6.6	12
tt35339292	5.3	11
tt0719754	6.4	26
tt0994896	7.1	37
tt11150566	7.6	33
tt0093258	7.3	4077
tt7857562	3.9	33
tt5241396	8.8	6
tt5562292	7.7	9
tt0737801	7.4	57
tt2515590	7.4	342
tt33043366	9.4	21
tt10756926	8.5	24
tt34196445	5.6	295
tt5879372	3.7	12
tt0664027	8.1	115
tt0325816	5.8	12
tt1454980	8.5	58
tt2424440	6.3	16
tt0026708	6.1	702
tt2408912	7.1	1539
tt3381526	7.8	85
tt5809162	7.5	69
tt0882616	8.4	59
tt0931531	6.8	25
tt5984744	5.7	574
tt8694128	5.8	17
tt15416526	9.1	47
tt0778648	6.5	17
tt27369647	10.0	19
tt19784652	7.0	6
tt1465847	6.1	16
tt0088527	6.6	17708
tt4841926	8.4	375
tt1010137	6.9	35
tt0256444	5.2	59
tt0584047	7.9	245
tt0266825	2.8	19
tt0374962	9.0	8
tt0085879	6.2	22
tt4691974	6.0	165
tt2051842	3.8	65
tt0107392	3.5	299
tt5333544	6.2	197
tt23017634	5.0	9
tt15427728	7.1	31
tt26752984	8.0	6
tt13591186	6.7	11
tt9287836	5.5	44
tt0714355	7.1	41
tt0652226	7.8	6
tt0389301	6.4	97
tt5607896	6.7	7
tt1493942	6.5	996
tt1464352	8.7	59
tt9433888	7.8	8
tt8768120	5.8	6
tt1622375	8.2	6
tt1650394	5.8	190
tt0206234	6.4	9
tt5433634	8.2	1276
tt35042463	7.7	14
tt20240050	8.7	7
tt39279371	6.7	7
tt3853204	4.8	8
tt35890809	6.7	6
tt6095062	4.3	34
tt37963323	5.7	35
tt1649748	8.1	15
tt1924496	4.9	83
tt5592778	6.0	6
tt4088408	6.6	10
tt0088617	5.4	55
tt1594426	5.5	55
tt6647564	4.7	1556
tt0434157	4.7	61
tt1149627	7.7	8
tt0544111	8.1	23
tt0639735	7.5	406
tt2271401	6.8	110
tt0511689	8.0	23
tt27116627	8.7	7
tt6139198	6.6	38
tt11185242	6.6	15
tt2210807	7.2	37
tt0984962	9.1	23
tt1769294	3.9	132
tt7414644	7.7	442
tt15136946	5.5	53
tt0390803	5.1	62
tt7244092	6.1	78
tt4633902	8.2	66
tt0906945	7.2	17
tt3122332	7.2	14
tt28685632	4.9	49
tt32985610	7.5	34
tt2719370	7.2	434
tt10431614	8.2	28
tt12083270	5.2	45
tt2649286	4.6	38
tt35613948	6.6	17
tt7184644	8.0	249
tt0085075	8.4	5716
tt11809158	7.8	255
tt2555814	7.2	131
tt1576450	6.1	1485
tt9218210	5.6	42
tt27447464	6.5	13
tt4312158	7.9	474
tt0034756	7.0	870
tt1957889	7.4	24
tt0239650	6.6	23
tt27923280	7.2	5
tt1603952	6.5	9
tt0347935	8.0	23
tt10805730	7.7	16
tt29171082	6.5	28
tt0058394	8.1	837
tt8085824	9.1	17
tt0634184	8.2	113
tt1409867	7.0	112
tt4186230	5.4	5
tt1062597	7.6	13
tt8695678	7.5	21
tt2372419	3.0	15
tt0296027	7.7	41
tt29568688	7.3	15
tt2813444	5.7	69
tt26446255	9.4	7
tt0108154	3.4	1112
tt14230704	7.5	497
tt0558728	7.8	800
tt3759100	8.6	13
tt6350478	8.9	9
tt0795361	4.0	3715
tt27730710	7.2	192
tt5818264	6.2	10
tt1744094	7.3	384
tt4054450	8.9	10
tt8393838	5.2	38
tt36759541	8.8	14
tt2423134	2.2	31
tt8963288	5.9	24
tt1075381	5.4	19
tt8068912	6.3	1025
tt14875672	9.0	13
tt10427932	8.9	17
tt36774478	9.0	2407
tt0114825	4.7	26866
tt13476970	8.1	16
tt1445793	6.7	61
tt26902999	6.0	20
tt6085546	7.2	8
tt3118050	7.3	8
tt30177492	7.5	129
tt39374571	8.2	17
tt1718903	5.6	9746
tt0698178	8.2	31
tt11447772	7.3	43
tt1230159	4.5	26
tt0595193	7.2	24
tt10111828	7.2	5
tt0386015	8.4	8
tt0065163	6.2	5623
tt3300334	7.6	1053
tt2191889	8.2	5
tt0084437	7.2	245
tt3481196	5.1	19
tt4789904	9.1	65
tt0261540	8.6	33
tt27193751	6.4	126
tt0101440	6.9	737
tt0276497	2.9	10
tt8960178	5.1	41
tt22642290	6.9	81
tt2023681	8.8	32
tt6951616	6.8	7
tt4472390	8.3	624
tt22710216	9.3	23
tt7363538	6.3	17
tt0210155	6.7	21
tt26598069	8.2	17
tt1957550	8.4	25
tt10825320	7.3	344
tt17494158	6.5	24
tt5704328	8.0	16
tt11873120	7.8	477
tt1664022	6.0	9
tt28790407	3.3	15
tt5625450	7.2	9
tt1620431	7.4	15
tt0326805	4.9	1013
tt39124758	7.7	121
tt3776428	7.7	7
tt0217996	5.4	15
tt33571554	7.6	508
tt0091651	5.1	2044
tt11492920	4.1	117
tt17050618	6.8	49
tt5810494	7.8	611
tt12702184	6.0	27
tt0443494	5.4	359
tt2164448	7.1	165
tt2314415	7.4	11
tt0048967	6.9	3686
tt15830532	6.8	6
tt1548752	6.7	151
tt0259296	6.4	28
tt34124075	8.4	19
tt1693917	7.3	22
tt12364926	7.9	7
tt0492531	5.0	8
tt7204344	8.9	10
tt7894110	6.4	33
tt16970996	8.6	45
tt0244879	7.0	30
tt35052399	6.9	60
tt0132306	7.3	136
tt12098392	2.5	998
tt34425036	7.8	18
tt0187672	8.4	12
tt31565824	7.3	14
tt2556550	6.7	12
tt6344712	4.8	71
tt11968790	6.6	31
tt27869817	9.3	9
tt29668971	6.3	318
tt0352803	8.3	20
tt13030594	5.9	16
tt32262133	7.3	266
tt0309797	6.6	14
tt5578736	9.1	19
tt0137890	5.3	221
tt19892712	6.7	24
tt8641762	7.6	26
tt4507438	7.4	31
tt5360112	8.8	1740
tt11908008	7.4	20
tt32411780	7.5	8
tt1202957	7.0	43
tt3704360	9.3	15
tt4694790	6.7	144
tt15616942	7.7	225
tt0147147	5.6	12
tt6774386	8.0	81
tt3673310	9.2	10
tt0273529	5.9	15
tt1094537	6.2	15
tt0040516	5.2	21
tt1931405	6.6	51
tt38938287	6.7	42
tt15893512	5.6	70
tt2955246	6.9	211
tt0704204	7.8	9
tt0315941	7.6	8
tt0517387	8.1	114
tt0633019	8.7	397
tt7874770	7.3	101
tt0036144	4.9	46
tt5398268	9.0	7
tt35280761	8.0	149
tt0929579	8.0	30
tt0111497	6.9	84
tt9078412	6.8	73
tt36634659	7.3	9
tt0803914	6.9	1073
tt2218698	6.5	66
tt35406669	5.6	11
tt3348910	6.3	22
tt33204457	7.2	812
tt0603566	7.5	277
tt3417776	8.9	8
tt37875459	8.1	67
tt14582634	8.2	17
tt21157952	7.4	12
tt1239415	6.8	99
tt0564121	7.6	17
tt0407521	6.4	1032
tt3541302	2.3	11
tt3788722	7.7	12
tt5704966	5.7	36
tt5481052	7.8	42
tt9678928	5.0	357
tt0524963	8.2	14
tt15740332	6.2	71
tt11017950	8.2	1471
tt1012702	4.3	26
tt0684452	7.1	8
tt0336627	6.4	227
tt4670626	6.7	28
tt0060946	6.5	55
tt0822039	6.3	13
tt0377039	5.1	46
tt2260728	8.8	13
tt1212024	5.0	80
tt2877084	4.8	186
tt18752942	7.9	72
tt0053150	6.0	34
tt5800010	6.8	10
tt6633396	6.1	14
tt0487661	5.4	35
tt0366675	8.2	9
tt27923557	7.4	5
tt9042614	6.5	7
tt6055422	9.2	8
tt0701086	7.1	2102
tt0455719	6.1	15
tt3862180	7.5	48
tt34279724	7.4	16
tt0339739	8.1	30
tt13746032	5.3	6
tt39310948	10.0	8
tt9358398	4.3	80
tt32522301	7.4	5
tt0027961	6.5	678
tt33085768	4.1	16
tt0091066	7.0	126
tt1619645	8.8	8
tt4535966	6.0	21
tt8815866	6.7	25
tt1166107	6.0	116
tt0218975	8.1	13
tt1498887	6.2	2883
tt0751476	8.0	558
tt1350167	7.3	26
tt30692818	6.8	7
tt5002850	6.8	36
tt1325552	7.7	49
tt2575614	9.0	106
tt28102362	7.2	28
tt1571057	7.4	29
tt29043894	6.1	100
tt20244594	3.4	19
tt4519282	8.8	2205
tt0688482	7.6	39
tt1205908	6.5	46
tt1700752	6.1	17
tt12624392	9.3	27
tt15318562	7.1	804
tt3207258	7.8	90
tt1260466	6.5	14
tt0033695	4.7	29
tt0018849	5.4	28
tt0886320	7.2	33
tt0635407	8.0	55
tt6832784	9.4	10
tt0118918	7.4	188
tt28690162	9.2	291
tt1207950	6.3	13
tt32567089	7.2	7
tt2321678	6.1	12
tt3846324	6.0	35
tt0110946	5.0	42
tt0780412	6.3	8
tt27043199	8.5	132
tt0129619	5.0	31
tt0601140	7.6	66
tt0619407	7.4	82
tt1445549	5.7	35
tt0828819	7.4	16
tt14971878	8.0	8
tt28305831	5.6	163
tt35313976	9.0	80
tt1980001	7.2	203
tt1214547	8.1	10
tt1546858	7.6	9
tt7858592	5.7	8
tt3660842	5.3	84
tt1576549	6.7	40
tt0790021	7.0	12
tt0289746	6.6	38
tt2387754	9.1	8
tt0254585	4.6	85
tt11028174	9.9	32220
tt0778652	5.5	162
tt9480940	8.3	235
tt3376556	8.5	7
tt12004124	6.5	39
tt5893668	8.4	22
tt7930200	7.8	513
tt0220360	8.1	65
tt33546838	7.4	10
tt34106238	7.9	15
tt0339726	9.4	72
tt0659777	8.2	33
tt1096654	7.8	28
tt2050891	1.4	32
tt3063134	6.8	46
tt0287080	5.0	25
tt1334270	6.4	7
tt1725512	7.3	8
tt13795798	6.5	18
tt30829328	6.7	17
tt32323166	6.4	15
tt14947876	7.6	350
tt0229934	6.8	11
tt0258982	6.7	15
tt6176336	6.0	1742
tt35279279	5.1	12
tt34626010	8.4	6
tt1346630	4.2	51
tt1682444	8.3	15
tt1334771	5.9	9
tt0183506	6.9	17
tt0241400	7.1	37
tt39117070	8.0	10
tt3505936	7.6	23
tt0116482	7.4	60
tt5828322	7.3	54
tt2160383	4.2	20
tt0826777	8.3	16
tt2386806	5.1	17
tt21856528	7.6	8
tt9134666	7.2	2760
tt33470279	6.7	6
tt13793054	7.0	8
tt18247252	4.7	50
tt33481081	6.3	1152
tt1270178	8.3	51
tt9150388	8.2	938
tt0221340	8.1	317
tt15228258	7.8	10
tt5429840	6.8	12
tt3445580	6.3	4624
tt4250500	6.6	341
tt0495264	7.4	206
tt13070566	7.4	3535
tt8290312	7.2	867
tt1546390	7.6	5
tt8603766	6.3	8
tt7481404	5.2	22
tt0053227	7.3	654
tt0045970	5.0	27
tt7097790	7.4	106
tt36410203	5.7	19
tt0042399	4.3	196
tt2175739	2.2	207
tt39225157	7.5	97
tt1874954	8.0	11
tt9695842	9.0	24
tt1187718	6.1	45
tt1112426	8.8	9
tt0747896	8.6	22
tt0230217	4.9	14
tt4860548	9.5	13
tt2342542	4.7	15
tt2075356	5.9	66
tt0149963	7.5	71
tt6069422	5.7	98
tt1778849	6.8	49
tt31380881	7.4	9
tt22022258	7.7	59
tt13133712	8.8	23
tt4481202	8.2	31
tt5435660	5.6	79
tt0303348	7.4	631
tt1051235	5.8	19
tt0118075	3.8	276
tt10178906	3.4	10
tt14599512	7.6	135
tt12635638	7.8	6
tt0008134	6.7	29
tt13275694	8.4	11
tt6097390	7.3	32
tt40991697	9.0	5
tt1715741	7.1	14
tt3055160	7.4	1984
tt2016540	5.6	8
tt11878622	8.0	10
tt8980674	9.0	264
tt10574500	7.3	270
tt0293082	6.5	310
tt2857348	6.4	33
tt9248838	7.0	9
tt6489160	4.1	362
tt4585880	8.7	12
tt3864980	7.0	53
tt1975177	5.7	17
tt5260314	4.4	56
tt0286749	5.9	271
tt0376919	4.9	19
tt1597842	7.6	205
tt0866552	7.7	52
tt1392981	8.8	16
tt1675860	8.6	31
tt0258536	8.1	17
tt1481642	8.1	51
tt8107890	6.6	10
tt1549582	5.3	21
tt1876296	5.8	45
tt9679372	8.4	11
tt33903293	4.1	24
tt0791764	7.2	40
tt22027070	8.5	32
tt27203501	8.0	6
tt0810074	7.1	65
tt12817858	8.1	9
tt2639036	6.9	19
tt6672776	6.9	8
tt35792781	6.5	91
tt1069712	6.8	21
tt6367320	8.3	6
tt5866952	8.5	52
tt14992716	6.4	10
tt0079714	6.6	44812
tt10281054	7.3	8
tt6876268	5.8	6
tt11042412	7.1	14
tt1187593	7.5	23
tt8285622	7.2	29
tt0289832	5.1	1247
tt0554272	7.2	59
tt2091726	10.0	37
tt14467212	2.7	15
tt8259966	7.4	8
tt1296663	7.1	102
tt0839255	8.7	23
tt5513994	4.3	8
tt1399056	6.0	35
tt3642106	6.4	20
tt3709036	7.2	22
tt2072039	4.5	18
tt10573156	6.7	10
tt0898107	6.7	137
tt5209360	7.8	1311
tt0585736	8.6	13
tt0585840	7.3	188
tt12599604	9.0	5
tt11690772	8.1	22
tt1642103	4.8	26
tt36944869	8.1	417
tt10294952	8.9	9
tt13706888	8.2	6
tt1733849	7.1	122
tt0258968	6.7	123
tt8526192	8.2	5
tt0814659	6.6	877
tt35717608	7.6	17
tt18075514	6.6	24
tt16170220	6.5	41
tt0787586	7.2	396
tt3798370	8.0	6
tt1377104	7.0	16
tt6087410	5.7	8
tt1121866	7.5	9
tt39292036	6.5	7
tt5871080	7.3	10004
tt0732093	8.7	69
tt0661163	8.1	494
tt0094580	8.2	6136
tt0731885	8.0	47
tt5024780	7.1	119
tt1984217	6.8	11
tt11147106	6.7	462
tt0026726	5.5	116
tt15486594	9.6	12
tt1932210	4.9	9
tt0137414	8.4	10
tt0072461	5.9	10
tt0328377	8.2	448
tt1385926	5.3	46
tt28108793	9.8	25
tt0173645	6.6	81
tt3315462	5.1	60
tt2105167	6.1	18
tt1470848	5.8	6
tt6249344	5.9	21
tt2094038	6.3	18
tt13954788	6.4	36
tt0279533	5.4	98
tt0279143	5.9	84
tt6871106	5.9	22
tt6364890	7.6	359
tt0573838	8.1	15
tt0120755	6.1	413295
tt7078922	5.1	17
tt10883676	7.0	33
tt4228400	6.6	108
tt0037734	6.5	39
tt10360586	8.0	27
tt21223440	8.4	8
tt1117842	7.2	15
tt9809140	5.2	1634
tt6749186	7.5	8
tt2102479	6.4	261
tt0597515	7.9	106
tt4046070	7.7	28
tt0605773	6.5	30
tt0186739	6.0	141
tt10502630	6.4	8
tt1577257	7.6	8535
tt6273258	7.5	10
tt0107580	7.9	10
tt0000031	5.5	1134
tt32215543	7.2	19
tt5565454	1.3	111
tt19394320	8.7	9
tt5524916	8.5	9
tt7143480	6.8	7
tt32060699	7.1	10
tt2160500	5.9	13
tt15787388	7.7	6
tt9855630	7.3	16
tt0055334	7.3	12
tt4211738	7.2	10
tt1635837	7.2	149
tt0765720	7.1	244
tt26923869	7.8	9
tt5873084	9.1	11
tt26673021	9.1	43
tt2399097	7.7	145
tt2155021	8.7	9
tt5478246	3.0	15
tt2336191	3.1	22
tt0398369	8.2	6
tt32908803	7.8	11
tt13976380	7.7	18
tt0024434	5.2	67
tt0175199	7.2	9
tt0249444	4.1	15
tt0611309	9.3	260
tt2195709	7.2	13
tt7198004	8.3	6
tt0936597	7.3	10
tt0395967	8.6	50
tt0196953	3.6	8
tt0128730	5.8	21
tt6029194	7.2	14
tt13936436	6.4	34
tt30294336	7.7	7
tt0264897	5.0	12
tt0300594	4.4	93
tt2326536	6.0	26
tt0558251	6.9	91
tt33307779	7.7	31
tt0061946	4.5	149
tt13258966	8.5	24
tt1329790	7.8	18
tt3959994	8.0	6
tt5784114	6.6	7
tt3633856	8.4	10
tt28524252	7.3	22
tt2584174	7.3	756
tt32904086	6.8	5
tt0667565	7.2	19
tt10940514	4.8	26
